# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
     116.292       26.100        7.992       56.484
     116.414      107.000       16.062       98.992
     116.542      872.100       20.781      574.438
     116.662       74.800       25.770      581.922
     116.782       96.500       32.211      589.742
     116.907       91.300       32.883      589.711
     117.027       93.800       36.355      592.676
     117.144       90.900       41.570      601.402
     117.266       77.600       44.496      604.527
     117.382      101.800       47.879      608.277
     117.499       93.600       49.754      610.215
     117.617       96.600       50.930      611.195
     117.741       83.500       53.578      644.773
     117.861       87.200       54.445      646.402
     117.987      104.900       53.293      645.227
